Region,,ISO code,Language name,,# Datasets
Indonesia,,dna,Upper Grand Valley Dani,,1
Indonesia,,urn,Uruangnirin,,1
Indonesia,,ulf,Usku,,1
Indonesia,,snu,Viid,,1
Indonesia,,vto,Vitou,,1
Indonesia,,wbb,Wabo,,1
Indonesia,,wrx,Wae Rana,,0
Indonesia,,whu,Wahau Kayan,,0
Indonesia,,whk,Wahau Kenyah,,1
Indonesia,,wli,Waioli,,0
Indonesia,,wlw,Walak,,1
Indonesia,,wms,Wambon,,3
Indonesia,,wad,Wamesa,,1
Indonesia,,wng,Wanggom,,1
Indonesia,,wno,Wano,,1
Indonesia,,wnk,Wanukaka,,2
Indonesia,,wsa,Warembori,,1
Indonesia,,wai,Wares,,1
Indonesia,,wrs,Waris,,5
Indonesia,,wbe,Waritai,,1
Indonesia,,bgv,Warkay-Bipim,,1
Indonesia,,wrp,Waropen,,1
Indonesia,,wru,Waru,,1
Indonesia,,wah,Watubela,,1
Indonesia,,wuy,Wauyai,,1
Indonesia,,wow,Wawonii,,1
Indonesia,,wew,Wejewa,,1
Indonesia,,wlh,Welaun,,0
Indonesia,,weo,Wemale,,0
Indonesia,,kvw,Wersing,,1
Indonesia,,drn,West Damar,,1
Indonesia,,lmj,West Lembata,,0
Indonesia,,mqs,West Makian,,1
Indonesia,,mss,West Masela,,1
Indonesia,,txn,West Tarangan,,1
Indonesia,,dnw,Western Dani,,3
Indonesia,,lev,Western Pantar,,1
Indonesia,,wbw,Woi,,1
Indonesia,,wod,Wolani,,1
Indonesia,,wlo,Wolio,,1
Indonesia,,wor,Woria,,1
Indonesia,,wtw,Wotu,,1
Indonesia,,ner,Yahadian,,1
Indonesia,,jal,Yalahatan,,0
Indonesia,,jmd,Yamdena,,1
Indonesia,,asy,Yaosakor Asmat,,1
Indonesia,,jaq,Yaqay,,1
Indonesia,,yrs,Yarsun,,0
Indonesia,,jau,Yaur,,2
Indonesia,,yva,Yawa,,4
Indonesia,,jei,Yei,,1
Indonesia,,jel,Yelmek,,1
Indonesia,,ire,Yeresiam,,1
Indonesia,,gop,Yeretuar,,1
Indonesia,,yet,Yetfa,,3
Indonesia,,yki,Yoke,,1
Indonesia,,wfg,Zorop,,1
Laos,,ahk,Akha,,7
Laos,,alk,Alak,,1
Laos,,aem,Arem,,1
Laos,,bgk,Bit,,2
Laos,,bgl,Bo,,1
Laos,,brb,Brao,,4
Laos,,ycp,Chepya,,0
Laos,,scb,Chut,,1
Laos,,cno,Con,,0
Laos,,bru,Eastern Bru,,4
Laos,,hld,Halang Doan,,0
Laos,,hni,Hani,,4
Laos,,hnj,Hmong Njua,,5
Laos,,hnu,Hung,,0
Laos,,irr,Ir,,1
Laos,,ium,Iu Mien,,2
Laos,,jeh,Jeh,,2
Laos,,ktp,Kaduo,,1
Laos,,kyp,Kang,,1
Laos,,kjg,Khmu,,2
Laos,,xhv,Khua,,0
Laos,,khf,Khuen,,0
Laos,,xko,Kiorr,,0
Laos,,ngt,Kriang,,1
Laos,,uan,Kuan,,0
Laos,,kdt,Kuay,,1
Laos,,lhu,Lahu,,8
Laos,,lao,Lao,,36
Laos,,lbg,Laopang,,0
Laos,,lso,Laos Sign Language,,0
Laos,,lbo,Laven,,1
Laos,,lvi,Lavi,,1
Laos,,tto,Lower Ta’oih,,0
Laos,,khb,Lü,,5
Laos,,mlf,Mal,,1
Laos,,pkt,Maleng,,2
Laos,,mra,Mlabri,,2
Laos,,nuo,Ngoaun,,0
Laos,,ncq,Northern Katang,,0
Laos,,nod,Northern Thai,,7
Laos,,nev,Nyaheun,,2
Laos,,tyh,O’du,,1
Laos,,oog,Ong,,1
Laos,,oyb,Oy,,1
Laos,,pac,Pacoh,,1
Laos,,phq,Phana’,,1
Laos,,pnx,Phong-Kniang,,2
Laos,,pht,Phu Thai,,0
Laos,,phu,Phuan,,0
Laos,,pho,Phunoi,,1
Laos,,prt,Prai,,2
Laos,,lbn,Rmeet,,1
Laos,,skb,Saek,,1
Laos,,hal,Salang,,2
Laos,,spu,Sapuan,,1
Laos,,slt,Sila,,0
Laos,,sss,So,,0
Laos,,sqq,Sou,,1
Laos,,sct,Southern Katang,,0
Laos,,tyr,Tai Daeng,,2
Laos,,blt,Tai Dam,,4
Laos,,twh,Tai Dón,,2
Laos,,tnu,Tai Khang,,1
Laos,,tlq,Tai Loi,,0
Laos,,thi,Tai Long,,0
Laos,,tpo,Tai Pao,,1
Laos,,tyj,Tai Yo,,0
Laos,,tdf,Talieng,,1
Laos,,tgr,Tareng,,0
Laos,,tth,Upper Ta’oih,,0
Laos,,brv,Western Bru,,4
Laos,,kuf,Western Katu,,0
Laos,,yoy,Yoy,,1
Malaysia,,abf,Abai Sungai,,0
Malaysia,,kys,Baram Kayan,,0
Malaysia,,btq,Batek,,1
Malaysia,,sne,Bau Bidayuh,,1
Malaysia,,bth,Biatah Bidayuh,,2
Malaysia,,sdo,Bidayuh Serian,,1
Malaysia,,bny,Bintulu,,1
Malaysia,,bdg,Bonggi,,1
Malaysia,,bnb,Bookan Murut,,1
Malaysia,,bsb,Brunei Bisaya,,2
Malaysia,,bkn,Bukitan,,1
Malaysia,,zbc,Central Berawan,,1
Malaysia,,mel,Central Melanau,,1
Malaysia,,cwg,Cheq Wong,,1
Malaysia,,dro,Daro-Matu Melanau,,1
Malaysia,,dup,Duano,,0
Malaysia,,dmv,Dumpas,,0
Malaysia,,zbe,East Berawan,,1
Malaysia,,pez,Eastern Penan,,0
Malaysia,,gnq,Gana,,0
Malaysia,,iba,Iban,,7
Malaysia,,dbj,Ida’an,,1
Malaysia,,ilm,Iranun,,1
Malaysia,,jah,Jah Hut,,1
Malaysia,,jak,Jakun,,1
Malaysia,,jhi,Jehai,,1
Malaysia,,dtp,Kadazan Dusun,,8
Malaysia,,kag,Kajaman,,1
Malaysia,,kve,Kalabakan Murut,,0
Malaysia,,kxn,Kanowit-Tanjong Melanau,,1
Malaysia,,meo,Kedah Malay,,2
Malaysia,,kzi,Kelabit,,1
Malaysia,,xbn,Kenaboi,,1
Malaysia,,kxi,Keningau Murut,,0
Malaysia,,kns,Kensiu,,1
Malaysia,,kqr,Kimaragang,,4
Malaysia,,knq,Kintaq,,1
Malaysia,,kyi,Kiput,,1
Malaysia,,kqt,Klias River Kadazan,,0
Malaysia,,kqv,Kolod Murut,,0
Malaysia,,grm,Kota Marudu Talantang,,1
Malaysia,,dkr,Kuijau,,0
Malaysia,,dtb,Labuk-Kinabatangan Kadazan,,0
Malaysia,,lhn,Lahanan,,1
Malaysia,,ruu,Lanas Lobu,,0
Malaysia,,lnh,Lanoh,,1
Malaysia,,llk,Lelak,,1
Malaysia,,ttw,Long Wat,,0
Malaysia,,dtr,Lotud,,1
Malaysia,,lnd,Lundayeh,,2
Malaysia,,mhe,Mah Meri,,1
Malaysia,,xkl,Mainstream Kenyah,,1
Malaysia,,ccm,Malaccan Malay Creole,,1
Malaysia,,mcm,Malaccan Portuguese Creole,,0
Malaysia,,zlm,Malay,,53
Malaysia,,xml,Malaysian Sign Language,,1
Malaysia,,mqq,Minokok,,0
Malaysia,,mnq,Minriq,,0
Malaysia,,mzt,Mintil,,1
Malaysia,,pwm,Molbog,,1
Malaysia,,mxr,Murik,,0
Malaysia,,nrm,Narom,,3
Malaysia,,zmi,Negeri Sembilan Malay,,0
Malaysia,,ntd,Northern Tidung,,0
Malaysia,,orn,Orang Kanaq,,0
Malaysia,,ors,Orang Seletar,,0
Malaysia,,plz,Paluan Murut,,0
Malaysia,,dpp,Papar,,0
Malaysia,,psg,Penang Sign Language,,0
Malaysia,,pna,Punan Bah-Biau,,1
Malaysia,,pnm,Punan Batu,,0
Malaysia,,lra,Rara Bakati’,,1
Malaysia,,ree,Rejang Kayan,,1
Malaysia,,lkj,Remun,,1
Malaysia,,drg,Rungus,,1
Malaysia,,snv,Sa’ban,,1
Malaysia,,bsy,Sabah Bisaya,,1
Malaysia,,msi,Sabah Malay,,2
Malaysia,,sbo,Sabüm,,1
Malaysia,,knx,Salako,,1
Malaysia,,sib,Sebop,,1
Malaysia,,skp,Sekapan,,1
Malaysia,,kgi,Selangor Sign Language,,1
Malaysia,,slg,Selungai Murut,,1
Malaysia,,sea,Semai,,3
Malaysia,,szc,Semaq Beri,,1
Malaysia,,sbr,Sembakung Murut,,0
Malaysia,,sza,Semelai,,1
Malaysia,,ssm,Semnam,,1
Malaysia,,srk,Serudung Murut,,0
Malaysia,,sdx,Sibu Melanau,,0
Malaysia,,spg,Sihan,,0
Malaysia,,itd,Southern Tidung,,1
Malaysia,,zsm,Standard Malay,,13
Malaysia,,kzs,Sugut Dusun,,0
Malaysia,,mvv,Tahol Murut,,0
Malaysia,,low,Tampias Lobu,,0
Malaysia,,txx,Tatana,,1
Malaysia,,tea,Temiar,,1
Malaysia,,tmo,Temoq,,1
Malaysia,,tmw,Temuan,,1
Malaysia,,tnz,Ten’edn,,1
Malaysia,,tih,Timugon Murut,,3
Malaysia,,tgb,Tobilung,,1
Malaysia,,txa,Tombonuo,,1
Malaysia,,tgq,Tring,,1
Malaysia,,trx,Tringgus-Sembaan Bidayuh,,0
Malaysia,,umi,Ukit,,0
Malaysia,,xky,Uma’ Lasan,,0
Malaysia,,dmg,Upper Kinabatangan,,2
Malaysia,,zbw,West Berawan,,1
Malaysia,,bdr,West Coast Bajau,,1
Malaysia,,pne,Western Penan,,2
Myanmar,,ahk,Akha,,7
Myanmar,,nqy,Akyaung Ari Naga,,0
Myanmar,,nun,Anong,,1
Myanmar,,anl,Anu-Khongso Chin,,1
Myanmar,,csh,Asho Chin,,0
Myanmar,,bgr,Bawm Chin,,3
Myanmar,,blr,Blang,,2
Myanmar,,cbl,Bualkhaw Chin,,0
Myanmar,,mya,Burmese,,66
Myanmar,,bwe,Bwe Karen,,1
Myanmar,,ckh,Chak,,1
Myanmar,,ccp,Chakma,,4
Myanmar,,nqq,Chen-Kayu Naga,,0
Myanmar,,dao,Daai Chin,,1
Myanmar,,dnu,Danau,,1
Myanmar,,dnv,Danu,,0
Myanmar,,duu,Drung,,3
Myanmar,,eky,Eastern Kayah,,1
Myanmar,,cek,Eastern Khumi Chin,,1
Myanmar,,cey,Ekai Chin,,0
Myanmar,,cfm,Falam Chin,,4
Myanmar,,kvq,Geba Karen,,1
Myanmar,,ghk,Geko Karen,,0
Myanmar,,cnh,Hakha Chin,,7
Myanmar,,hpo,Hpon,,1
Myanmar,,int,Intha,,0
Myanmar,,pzn,Jejara Naga,,0
Myanmar,,kac,Jingpho,,11
Myanmar,,ckn,Kaang Chin,,0
Myanmar,,zkd,Kadu,,0
Myanmar,,zkn,Kanan,,0
Myanmar,,kxf,Kawyaw,,1
Myanmar,,pdu,Kayan,,2
Myanmar,,kvl,Kayaw,,0
Myanmar,,khg,Khams Tibetan,,2
Myanmar,,kht,Khamti,,1
Myanmar,,kix,Khiamniungan Naga,,1
Myanmar,,cnk,Khumi Chin,,1
Myanmar,,kkh,Khün,,5
Myanmar,,nxk,Kokak Naga,,0
Myanmar,,nbe,Konyak Naga,,2
Myanmar,,lsi,Lacid,,6
Myanmar,,kvt,Lahta,,0
Myanmar,,lhu,Lahu,,8
Myanmar,,lhi,Lahu Shi,,1
Myanmar,,lzn,Lainong Naga,,1
Myanmar,,clj,Laitu Chin,,0
Myanmar,,nlq,Lao Naga,,0
Myanmar,,clt,Lautu Chin,,0
Myanmar,,mhx,Lhao Vo,,5
Myanmar,,lis,Lisu,,1
Myanmar,,lpn,Long Phuri Naga,,0
Myanmar,,khb,Lü,,5
Myanmar,,jmn,Makuri Naga,,1
Myanmar,,mrh,Mara Chin,,1
Myanmar,,hlt,Matu Chin,,3
Myanmar,,lus,Mizo Chin,,9
Myanmar,,jkm,Mobwa Karen,,0
Myanmar,,mqt,Mok,,1
Myanmar,,mwt,Moken,,1
Myanmar,,mnw,Mon,,7
Myanmar,,cmr,Mro-Khimi,,2
Myanmar,,mro,Mru,,1
Myanmar,,ukk,Muak Sa-aak,,0
Myanmar,,mwq,Müün Chin,,1
Myanmar,,ysm,Myanmar Sign Language,,1
Myanmar,,cnw,Ngawn Chin,,1
Myanmar,,acn,Ngochang,,3
Myanmar,,nuf,Nusu,,1
Myanmar,,blk,Pa’o,,1
Myanmar,,jkp,Paku Karen,,0
Myanmar,,prk,Parauk Wa,,3
Myanmar,,umn,Paungnyuan Naga,,0
Myanmar,,npg,Ponyo-Gongwang Naga,,0
Myanmar,,kjp,Pwo Eastern Karen,,3
Myanmar,,pwo,Pwo Western Karen,,1
Myanmar,,pyy,Pyen,,0
Myanmar,,rki,Rakhine,,1
Myanmar,,raw,Rawang,,1
Myanmar,,weu,Rawngtu Chin,,0
Myanmar,,yin,Riang Lai,,2
Myanmar,,ril,Riang Lang,,1
Myanmar,,rhg,Rohingya,,0
Myanmar,,pce,Ruching Palaung,,4
Myanmar,,rbb,Rumai Palaung,,2
Myanmar,,rtc,Rungtu Chin,,0
Myanmar,,ksw,S’gaw Karen,,7
Myanmar,,stu,Samtao,,0
Myanmar,,sez,Senthang Chin,,0
Myanmar,,shn,Shan,,13
Myanmar,,pll,Shwe Palaung,,1
Myanmar,,csy,Siyin Chin,,3
Myanmar,,csj,Songlai Chin,,0
Myanmar,,csv,Sumtu Chin,,0
Myanmar,,tjl,Tai Laing,,0
Myanmar,,tlq,Tai Loi,,0
Myanmar,,tdd,Tai Nüa,,2
Myanmar,,tcl,Taman,,0
Myanmar,,ntx,Tangkhul Naga,,1
Myanmar,,nst,Tangshang Naga,,2
Myanmar,,tco,Taungyo,,0
Myanmar,,tvn,Tavoyan,,0
Myanmar,,tcp,Tawr Chin,,0
Myanmar,,ctd,Tedim Chin,,4
Myanmar,,tcz,Thado Chin,,2
Myanmar,,cth,Thaiphum Chin,,1
Myanmar,,cnb,Uppu Chin,,0
Myanmar,,kyu,Western Kayah,,2
Myanmar,,wea,Wewaw,,0
Myanmar,,kvu,Yinbaw,,1
Myanmar,,kvy,Yintale,,1
Myanmar,,atb,Zaiwa,,4
Myanmar,,kxk,Zayein,,0
Myanmar,,zom,Zo,,1
Myanmar,,czt,Zotung Chin,,1
Myanmar,,zyp,Zyphe Chin,,5
Philippines,,abp,Abellen Ayta,,1
Philippines,,tiu,Adasen,,0
Philippines,,msm,Agusan Manobo,,4
Philippines,,agn,Agutaynen,,4
Philippines,,akl,Aklanon,,1
Philippines,,alj,Alangan,,2
Philippines,,abc,Ambala Ayta,,2
Philippines,,ifa,Amganad Ifugao,,5
Philippines,,atz,Arta,,1
Philippines,,atm,Ata,,0
Philippines,,atd,Ata Manobo,,4
Philippines,,atk,Ati,,1
Philippines,,bgi,Bagobo-Klata,,1
Philippines,,blw,Balangao,,4
Philippines,,sse,Balangingih Sama,,1
Philippines,,bnj,Bangon,,1
Philippines,,bfx,Bantayanon,,0
Philippines,,bno,Bantoanon,,1
Philippines,,ifb,Batad Ifugao,,4
Philippines,,bya,Batak,,3
Philippines,,bvy,Baybayanon,,0
Philippines,,itb,Binongan Itneg,,1
Philippines,,bkd,Binukid,,4
Philippines,,ilk,Bogkalot,,1
Philippines,,smk,Bolinao,,4
Philippines,,sbl,Botolan Sambal,,3
Philippines,,plw,Brooke’s Point Palawano,,4
Philippines,,ubl,Buhi’non Bikol,,1
Philippines,,bku,Buhid,,2
Philippines,,kyb,Butbut Kalinga,,0
Philippines,,btw,Butuanon,,1
Philippines,,tbk,Calamian Tagbanwa,,3
Philippines,,clu,Caluyanun,,3
Philippines,,cps,Capiznon,,2
Philippines,,dgc,Casiguran Dumagat Agta,,4
Philippines,,ceb,Cebuano,,37
Philippines,,bcl,Central Bikol,,13
Philippines,,lbk,Central Bontok,,4
Philippines,,agt,Central Cagayan Agta,,4
Philippines,,plc,Central Palawano,,1
Philippines,,sml,Central Sama,,5
Philippines,,syb,Central Subanen,,2
Philippines,,tgt,Central Tagbanwa,,1
Philippines,,cbk,Chavacano,,8
Philippines,,mta,Cotabato Manobo,,3
Philippines,,cyo,Cuyonon,,1
Philippines,,daw,Davawenyo,,1
Philippines,,mbd,Dibabawon Manobo,,3
Philippines,,duy,Dicamay Agta,,0
Philippines,,duo,Dupaninan Agta,,3
Philippines,,ebk,Eastern Bontok,,4
Philippines,,sfe,Eastern Subanen,,0
Philippines,,esy,Eskayan,,0
Philippines,,azt,Faire Atta,,0
Philippines,,fil,Filipino,,34
Philippines,,psp,Filipino Sign Language,,2
Philippines,,psp_ceb,Cebuano Sign Language,,0
Philippines,,gdg,Ga’dang,,3
Philippines,,gad,Gaddang,,1
Philippines,,hnn,Hanunoo,,3
Philippines,,mba,Higaonon,,1
Philippines,,hil,Hiligaynon,,16
Philippines,,iwk,I-wak,,0
Philippines,,ibl,Ibaloi,,1
Philippines,,ibg,Ibanag,,2
Philippines,,ivb,Ibatan,,3
Philippines,,mbi,Ilianen Manobo,,3
Philippines,,ilo,Ilocano,,21
Philippines,,abx,Inabaknon,,4
Philippines,,dul,Inagta Alabat,,1
Philippines,,iti,Inlaud Itneg,,0
Philippines,,loc,Inonhan,,0
Philippines,,ilp,Iranun,,0
Philippines,,iry,Iraya,,1
Philippines,,inn,Isinay,,1
Philippines,,isd,Isnag,,3
Philippines,,itv,Itawit,,3
Philippines,,ivv,Ivatan,,3
Philippines,,kll,Kagan Kalagan,,1
Philippines,,cgc,Kagayanen,,7
Philippines,,kqe,Kalagan,,4
Philippines,,kak,Kalanguya,,4
Philippines,,kyk,Kamayo,,1
Philippines,,kne,Kankanaey,,4
Philippines,,pam,Kapampangan,,13
Philippines,,kyj,Karao,,0
Philippines,,ksn,Kasiguranin,,0
Philippines,,agk,Katubung Agta,,0
Philippines,,ify,Keley-i Kallahan,,4
Philippines,,cbw,Kinabalian,,0
Philippines,,mkx,Kinamiging Manobo,,0
Philippines,,krj,Kinaray-a,,5
Philippines,,skn,Kolibugan Subanon,,0
Philippines,,bpr,Koronadal Blaan,,4
Philippines,,lbl,Libon Bikol,,1
Philippines,,kmk,Limos Kalinga,,4
Philippines,,knb,Lubuagan Kalinga,,1
Philippines,,kkg,Mabaka Valley Kalinga,,0
Philippines,,itt,Maeng Itneg,,0
Philippines,,sgb,Mag-antsi Ayta,,4
Philippines,,blx,Mag-Indi Ayta,,1
Philippines,,ayt,Magbukun Ayta,,0
Philippines,,mdh,Maguindanaon,,1
Philippines,,kmd,Majukayang Kalinga,,0
Philippines,,mlz,Malaynon,,0
Philippines,,mry,Mandaya,,3
Philippines,,abd,Manide,,1
Philippines,,msk,Mansaka,,4
Philippines,,sjm,Mapun,,1
Philippines,,mrw,Maranao,,4
Philippines,,tis,Masadiit Itneg,,0
Philippines,,msb,Masbatenyo,,7
Philippines,,mbt,Matigsalug Manobo,,5
Philippines,,ifu,Mayoyao Ifugao,,4
Philippines,,mmn,Minamanwa,,3
Philippines,,rbl,Miraya Bikol,,1
Philippines,,pwm,Molbog,,1
Philippines,,ity,Moyadan Itneg,,0
Philippines,,atl,Mt. Iraya Agta,,0
Philippines,,agz,Mt. Iriga Agta,,0
Philippines,,aqn,Northern Alta,,1
Philippines,,kyn,Northern Binukidnon,,1
Philippines,,rbk,Northern Bontok,,0
Philippines,,cts,Northern Catanduanes Bikol,,1
Philippines,,xnn,Northern Kankanay,,3
Philippines,,bks,Northern Sorsoganon,,1
Philippines,,stb,Northern Subanen,,0
Philippines,,obo,Obo Manobo,,5
Philippines,,apf,Pahanan Agta,,0
Philippines,,att,Pamplona Atta,,4
Philippines,,pag,Pangasinan,,17
Philippines,,slm,Pangutaran Sama,,1
Philippines,,prf,Paranan,,4
Philippines,,prh,Porohanon,,1
Philippines,,atp,Pudtol Atta,,0
Philippines,,mqk,Rajah Kabunsuwan Manobo,,0
Philippines,,btn,Ratagnon,,1
Philippines,,agv,Remontado Dumagat,,1
Philippines,,bto,Rinconada Bikol,,4
Philippines,,rol,Romblomanon,,1
Philippines,,xsb,Sambal,,3
Philippines,,snl,Sangil,,3
Philippines,,bps,Sarangani Blaan,,4
Philippines,,mbs,Sarangani Manobo,,4
Philippines,,ays,Sorsogon Ayta,,0
Philippines,,agy,Southern Alta,,1
Philippines,,mtw,Southern Binukidnon,,0
Philippines,,obk,Southern Bontok,,1
Philippines,,bln,Southern Catanduanes Bikol,,1
Philippines,,ksc,Southern Kalinga,,3
Philippines,,ssb,Southern Sama,,1
Philippines,,srv,Southern Sorsoganon,,1
Philippines,,laa,Southern Subanen,,1
Philippines,,plv,Southwest Palawano,,1
Philippines,,vbk,Southwestern Bontok,,0
Philippines,,srg,Sulod,,0
Philippines,,sgd,Surigaonon,,3
Philippines,,tdy,Tadyawan,,0
Philippines,,bgs,Tagabawa,,4
Philippines,,klg,Tagakaulo,,1
Philippines,,tgl,Tagalog,,51
Philippines,,tbw,Tagbanwa,,1
Philippines,,tgn,Tandaganon,,1
Philippines,,kml,Tanudan Kalinga,,1
Philippines,,tsg,Tausug,,1
Philippines,,twb,Tawbuid,,1
Philippines,,tbl,Tboli,,4
Philippines,,tiy,Teduray,,3
Philippines,,ifk,Tuwali Ifugao,,2
Philippines,,due,Umiray Dumaget Agta,,3
Philippines,,bjx,Vanaw Kalinga,,0
Philippines,,dyg,Villa Viciosa Agta,,0
Philippines,,war,Waray-Waray,,21
Philippines,,fbl,West Albay Bikol,,1
Philippines,,mbb,Western Bukidnon Manobo,,5
Philippines,,suc,Western Subanon,,2
Philippines,,yka,Yakan,,2
Philippines,,yog,Yogad,,1
Singapore,,mbf,Baba Malay,,1
Singapore,,sls,Singapore Sign Language,,0
Thailand,,thm,Aheu,,3
Thailand,,ahk,Akha,,7
Thailand,,bfk,Ban Khor Sign Language,,0
Thailand,,bzi,Bisu,,6
Thailand,,blr,Blang,,2
Thailand,,csd,Chiangmai Sign Language,,0
Thailand,,cog,Chong,,3
Thailand,,eky,Eastern Kayah,,1
Thailand,,lwl,Eastern Lawa,,3
Thailand,,hnj,Hmong Njua,,5
Thailand,,kns,Kensiu,,1
Thailand,,kjg,Khmu,,2
Thailand,,kdt,Kuay,,1
Thailand,,mlf,Mal,,1
Thailand,,mra,Mlabri,,2
Thailand,,mqt,Mok,,1
Thailand,,mwt,Moken,,1
Thailand,,mkm,Moklen,,1
Thailand,,mnw,Mon,,7
Thailand,,mpz,Mpi,,1
Thailand,,tts,Northeastern Thai,,1
Thailand,,kxm,Northern Khmer,,2
Thailand,,nod,Northern Thai,,7
Thailand,,cbn,Nyahkur,,2
Thailand,,nyw,Nyaw,,0
Thailand,,nyl,Nyeu,,1
Thailand,,blk,Pa’o,,1
Thailand,,mfa,Pattani Malay,,1
Thailand,,kjt,Phrae Pwo Karen,,0
Thailand,,pht,Phu Thai,,0
Thailand,,phu,Phuan,,0
Thailand,,prt,Prai,,2
Thailand,,pww,Pwo Northern Karen,,2
Thailand,,kjp,Pwo West-Central Thailand Karen,,3
Thailand,,ksw,S’gaw Karen,,7
Thailand,,skb,Saek,,1
Thailand,,sxm,Samre,,2
Thailand,,meo,Satun Malay,,2
Thailand,,shn,Shan,,13
Thailand,,sss,So,,0
Thailand,,sou,Southern Thai,,2
Thailand,,tnz,Ten’edn,,1
Thailand,,tha,Thai,,114
Thailand,,tsq,Thai Sign Language,,0
Thailand,,soa,Thai Song,,0
Thailand,,ugo,Ugong,,1
Thailand,,urk,Urak Lawoi’,,2
Thailand,,brv,Western Bru,,4
Thailand,,lcp,Western Lawa,,1
Thailand,,yno,Yong,,1
Thailand,,yoy,Yoy,,1
Vietnam,,aem,Arem,,1
Vietnam,,bdq,Bahnar,,1
Vietnam,,ibh,Bih,,0
Vietnam,,brb,Brao,,4
Vietnam,,stt,Budeh Stieng,,0
Vietnam,,sti,Bulo Stieng,,1
Vietnam,,roc,Cacgia Roglai,,0
Vietnam,,mlc,Cao Lan,,0
Vietnam,,cmo,Central Mnong,,6
Vietnam,,crw,Chrau,,2
Vietnam,,cje,Chru,,2
Vietnam,,scb,Chut,,1
Vietnam,,cnc,Côông,,0
Vietnam,,cua,Cua,,1
Vietnam,,bru,Eastern Bru,,4
Vietnam,,cjm,Eastern Cham,,1
Vietnam,,ktv,Eastern Katu,,1
Vietnam,,mng,Eastern Mnong,,1
Vietnam,,enc,En,,2
Vietnam,,pcc,Giáy,,1
Vietnam,,giq,Green Gelao,,2
Vietnam,,haf,Haiphong Sign Language,,0
Vietnam,,hal,Halang,,2
Vietnam,,hld,Halang Doan,,0
Vietnam,,hni,Hani,,4
Vietnam,,hab,Hanoi Sign Language,,0
Vietnam,,hro,Haroi,,2
Vietnam,,hmv,Hmong Dô,,1
Vietnam,,hmf,Hmong Don,,0
Vietnam,,hnj,Hmong Njua,,5
Vietnam,,hos,Ho Chi Minh City Sign Language,,0
Vietnam,,hre,Hre,,1
Vietnam,,hnu,Hung,,0
Vietnam,,ium,Iu Mien,,2
Vietnam,,jra,Jarai,,7
Vietnam,,jeh,Jeh,,2
Vietnam,,kta,Katua,,1
Vietnam,,kxy,Kayong,,0
Vietnam,,kjm,Kháng,,2
Vietnam,,xao,Khao,,0
Vietnam,,khm,Khmer,,50
Vietnam,,kjg,Khmu,,2
Vietnam,,xhv,Khua,,0
Vietnam,,kpm,Koho,,1
Vietnam,,lkc,Kucong,,0
Vietnam,,lbt,Lachi,,1
Vietnam,,lgh,Laghuu,,0
Vietnam,,lha,Laha,,1
Vietnam,,cma,Maa,,1
Vietnam,,pkt,Maleng,,2
Vietnam,,zng,Mang,,3
Vietnam,,nty,Mantsi,,0
Vietnam,,moo,Monom,,1
Vietnam,,mtq,Muong,,2
Vietnam,,neo,Ná-Meo,,0
Vietnam,,nuo,Nguôn,,0
Vietnam,,rog,Northern Roglai,,1
Vietnam,,nut,Nung,,3
Vietnam,,tyh,O’du,,1
Vietnam,,pha,Pa-Hng,,1
Vietnam,,pac,Pacoh,,1
Vietnam,,pht,Phu Thai,,0
Vietnam,,phh,Phula,,0
Vietnam,,phg,Phuong,,1
Vietnam,,puo,Puoc,,1
Vietnam,,laq,Qabiao,,1
Vietnam,,rad,Rade,,1
Vietnam,,gir,Red Gelao,,1
Vietnam,,ren,Rengao,,1
Vietnam,,rmx,Romam,,0
Vietnam,,sed,Sedang,,1
Vietnam,,slt,Sila,,0
Vietnam,,mnn,Southern Mnong,,0
Vietnam,,rgs,Southern Roglai,,1
Vietnam,,tyr,Tai Daeng,,2
Vietnam,,blt,Tai Dam,,4
Vietnam,,twh,Tai Dón,,2
Vietnam,,tpo,Tai Pao,,1
Vietnam,,tmm,Tai Thanh,,1
Vietnam,,tyj,Tai Yo,,0
Vietnam,,tkz,Takua,,0
Vietnam,,tyz,Tày,,1
Vietnam,,tas,Tay Boi,,1
Vietnam,,tys,Tày Sa Pa,,0
Vietnam,,tyt,Tày Tac,,0
Vietnam,,tou,Tho,,0
Vietnam,,tyl,Thu Lao,,0
Vietnam,,tdr,Todrah,,1
Vietnam,,stg,Trieng,,0
Vietnam,,tsl,Ts’ün-Lao,,0
Vietnam,,tth,Upper Ta’oih,,0
Vietnam,,vie,Vietnamese,,137
Vietnam,,cja,Western Cham,,1
Vietnam,,lwh,White Lachi,,1
