crawl,year,primary_language,is SEA?,pages,urls,%pages/crawl
CC-MAIN-2022-49,2022,lao,TRUE,139680,139188,0.0041
CC-MAIN-2022-49,2022,mya,TRUE,400142,398619,0.0118
CC-MAIN-2022-49,2022,por,FALSE,39007296,38819469,1.1535
CC-MAIN-2022-49,2022,san,FALSE,95520,95387,0.0028
CC-MAIN-2022-49,2022,sun,TRUE,37777,37747,0.0011
CC-MAIN-2022-49,2022,tam,FALSE,1522411,1518560,0.045
CC-MAIN-2022-49,2022,tgl,TRUE,291544,290139,0.0086
CC-MAIN-2022-49,2022,tha,TRUE,13618453,13551803,0.4027
CC-MAIN-2022-49,2022,vie,TRUE,33603032,33397147,0.9937
CC-MAIN-2022-49,2022,war,TRUE,87727,87375,0.0026
CC-MAIN-2022-49,2022,zho,FALSE,155448839,155086341,4.5969
CC-MAIN-2023-06,2023,ceb,TRUE,76378,76352,0.0024
CC-MAIN-2023-06,2023,eng,FALSE,1475921881,1465675034,46.2733
CC-MAIN-2023-06,2023,ind,TRUE,25937086,25803550,0.8132
CC-MAIN-2023-06,2023,jav,TRUE,80779,80714,0.0025
CC-MAIN-2023-06,2023,jpn,FALSE,151978476,151560035,4.7648
CC-MAIN-2023-06,2023,khm,TRUE,416779,416003,0.0131
CC-MAIN-2023-06,2023,kor,FALSE,20790147,20735253,0.6518
CC-MAIN-2023-06,2023,lao,TRUE,139396,138920,0.0044
CC-MAIN-2023-06,2023,mya,TRUE,399604,398675,0.0125
CC-MAIN-2023-06,2023,por,FALSE,37189014,37024690,1.166
CC-MAIN-2023-06,2023,san,FALSE,101002,100740,0.0032
CC-MAIN-2023-06,2023,sun,TRUE,43257,43238,0.0014
CC-MAIN-2023-06,2023,tam,FALSE,1478223,1475188,0.0463
CC-MAIN-2023-06,2023,tgl,TRUE,233311,232309,0.0073
CC-MAIN-2023-06,2023,tha,TRUE,12921960,12864816,0.4051
CC-MAIN-2023-06,2023,vie,TRUE,32275734,32083089,1.0119
CC-MAIN-2023-06,2023,war,TRUE,76557,76360,0.0024
CC-MAIN-2023-06,2023,zho,FALSE,136537357,135870912,4.2807
CC-MAIN-2023-14,2023,ceb,TRUE,71994,71955,0.0023
CC-MAIN-2023-14,2023,eng,FALSE,1440028177,1429750403,46.175
CC-MAIN-2023-14,2023,ind,TRUE,24629820,24512597,0.7898
CC-MAIN-2023-14,2023,jav,TRUE,142556,142489,0.0046
CC-MAIN-2023-14,2023,jpn,FALSE,138367872,137956827,4.4368
CC-MAIN-2023-14,2023,khm,TRUE,764344,763335,0.0245
CC-MAIN-2023-14,2023,kor,FALSE,20508520,20431616,0.6576
CC-MAIN-2023-14,2023,lao,TRUE,134506,134041,0.0043
CC-MAIN-2023-14,2023,mya,TRUE,397191,396256,0.0127
CC-MAIN-2023-14,2023,por,FALSE,35261859,35104760,1.1307
CC-MAIN-2023-14,2023,san,FALSE,100757,100471,0.0032
CC-MAIN-2023-14,2023,sun,TRUE,35354,35335,0.0011
CC-MAIN-2023-14,2023,tam,FALSE,1409576,1406243,0.0452
CC-MAIN-2023-14,2023,tgl,TRUE,225117,224605,0.0072
CC-MAIN-2023-14,2023,tha,TRUE,13728674,13678027,0.4402
CC-MAIN-2023-14,2023,vie,TRUE,32916196,32629909,1.0555
CC-MAIN-2023-14,2023,war,TRUE,79766,79511,0.0026
CC-MAIN-2023-14,2023,zho,FALSE,144441597,143862479,4.6316
CC-MAIN-2023-23,2023,ceb,TRUE,51428,51404,0.0016
CC-MAIN-2023-23,2023,eng,FALSE,1420072670,1410144975,45.217
CC-MAIN-2023-23,2023,ind,TRUE,24105965,23971941,0.7676
CC-MAIN-2023-23,2023,jav,TRUE,73434,73372,0.0023
CC-MAIN-2023-23,2023,jpn,FALSE,158081970,157600680,5.0335
CC-MAIN-2023-23,2023,khm,TRUE,346617,345166,0.011
CC-MAIN-2023-23,2023,kor,FALSE,21229929,21151898,0.676
CC-MAIN-2023-23,2023,lao,TRUE,123291,122670,0.0039
CC-MAIN-2023-23,2023,mya,TRUE,365016,363720,0.0116
CC-MAIN-2023-23,2023,por,FALSE,35798970,35625875,1.1399
CC-MAIN-2023-23,2023,san,FALSE,99691,99509,0.0032
CC-MAIN-2023-23,2023,sun,TRUE,32985,32868,0.0011
CC-MAIN-2023-23,2023,tam,FALSE,1445203,1440663,0.046
CC-MAIN-2023-23,2023,tgl,TRUE,226027,225436,0.0072
CC-MAIN-2023-23,2023,tha,TRUE,12753729,12689214,0.4061
CC-MAIN-2023-23,2023,vie,TRUE,32268657,31958582,1.0275
CC-MAIN-2023-23,2023,war,TRUE,59071,58899,0.0019
CC-MAIN-2023-23,2023,zho,FALSE,135159547,134711695,4.3037
CC-MAIN-2023-40,2023,ceb,TRUE,50295,50259,0.0015
CC-MAIN-2023-40,2023,eng,FALSE,1599618192,1585126436,46.4328
CC-MAIN-2023-40,2023,ind,TRUE,30118440,29931211,0.8743
CC-MAIN-2023-40,2023,jav,TRUE,73509,73414,0.0021
CC-MAIN-2023-40,2023,jpn,FALSE,163550952,162909495,4.7475
CC-MAIN-2023-40,2023,khm,TRUE,408610,405477,0.0119
CC-MAIN-2023-40,2023,kor,FALSE,22413639,22326467,0.6506
CC-MAIN-2023-40,2023,lao,TRUE,130594,130112,0.0038
CC-MAIN-2023-40,2023,mya,TRUE,390752,389528,0.0113
CC-MAIN-2023-40,2023,por,FALSE,38478739,38248469,1.1169
CC-MAIN-2023-40,2023,san,FALSE,112835,112307,0.0033
CC-MAIN-2023-40,2023,sun,TRUE,74081,71986,0.0022
CC-MAIN-2023-40,2023,tam,FALSE,1488635,1482818,0.0432
CC-MAIN-2023-40,2023,tgl,TRUE,261715,260756,0.0076
CC-MAIN-2023-40,2023,tha,TRUE,15537593,15435020,0.451
CC-MAIN-2023-40,2023,vie,TRUE,36414996,36122270,1.057
CC-MAIN-2023-40,2023,war,TRUE,54498,54236,0.0016
CC-MAIN-2023-40,2023,zho,FALSE,130812318,130312299,3.7971
CC-MAIN-2023-50,2023,ceb,TRUE,50278,50240,0.0015
CC-MAIN-2023-50,2023,eng,FALSE,1490149909,1475497113,44.4285
CC-MAIN-2023-50,2023,ind,TRUE,28831219,28650875,0.8596
CC-MAIN-2023-50,2023,jav,TRUE,75945,75879,0.0023
CC-MAIN-2023-50,2023,jpn,FALSE,172759155,171925721,5.1508
CC-MAIN-2023-50,2023,khm,TRUE,325249,323200,0.0097
CC-MAIN-2023-50,2023,kor,FALSE,24445162,24330107,0.7288
CC-MAIN-2023-50,2023,lao,TRUE,120052,119281,0.0036
CC-MAIN-2023-50,2023,mya,TRUE,394764,393807,0.0118
CC-MAIN-2023-50,2023,por,FALSE,59134511,58761376,1.7631
CC-MAIN-2023-50,2023,san,FALSE,104975,104809,0.0031
CC-MAIN-2023-50,2023,sun,TRUE,53551,52342,0.0016
CC-MAIN-2023-50,2023,tam,FALSE,1419478,1414607,0.0423
CC-MAIN-2023-50,2023,tgl,TRUE,313126,310536,0.0093
CC-MAIN-2023-50,2023,tha,TRUE,14257471,14170455,0.4251
CC-MAIN-2023-50,2023,vie,TRUE,34514828,34216729,1.0291
CC-MAIN-2023-50,2023,war,TRUE,51692,51433,0.0015
CC-MAIN-2023-50,2023,zho,FALSE,170377731,169831708,5.0798
CC-MAIN-2024-10,2024,ceb,TRUE,51512,51490,0.0017
CC-MAIN-2024-10,2024,eng,FALSE,1443093126,1428499460,46.4536
CC-MAIN-2024-10,2024,ind,TRUE,26856832,26685797,0.8645
CC-MAIN-2024-10,2024,jav,TRUE,62529,62495,0.002
CC-MAIN-2024-10,2024,jpn,FALSE,158227264,157529103,5.0934
CC-MAIN-2024-10,2024,khm,TRUE,312850,311577,0.0101
CC-MAIN-2024-10,2024,kor,FALSE,20203715,20117601,0.6504
CC-MAIN-2024-10,2024,lao,TRUE,104352,103731,0.0034
CC-MAIN-2024-10,2024,mya,TRUE,349823,348910,0.0113
CC-MAIN-2024-10,2024,por,FALSE,59886888,59535061,1.9278
CC-MAIN-2024-10,2024,san,FALSE,92983,92562,0.003
CC-MAIN-2024-10,2024,sun,TRUE,34227,34091,0.0011
CC-MAIN-2024-10,2024,tam,FALSE,1319921,1314429,0.0425
CC-MAIN-2024-10,2024,tgl,TRUE,259855,259033,0.0084
CC-MAIN-2024-10,2024,tha,TRUE,12739349,12671457,0.4101
CC-MAIN-2024-10,2024,vie,TRUE,30669340,30464174,0.9873
CC-MAIN-2024-10,2024,war,TRUE,58366,57832,0.0019
CC-MAIN-2024-10,2024,zho,FALSE,129436236,128551170,4.1666
CC-MAIN-2024-18,2024,ceb,TRUE,57405,57343,0.0021
CC-MAIN-2024-18,2024,eng,FALSE,1268287767,1258271680,45.5105
CC-MAIN-2024-18,2024,ind,TRUE,25611435,25458049,0.919
CC-MAIN-2024-18,2024,jav,TRUE,57577,57533,0.0021
CC-MAIN-2024-18,2024,jpn,FALSE,143727584,143161141,5.1574
CC-MAIN-2024-18,2024,khm,TRUE,307653,306688,0.011
CC-MAIN-2024-18,2024,kor,FALSE,19265949,19158635,0.6913
CC-MAIN-2024-18,2024,lao,TRUE,106510,105805,0.0038
CC-MAIN-2024-18,2024,mya,TRUE,349744,349015,0.0126
CC-MAIN-2024-18,2024,por,FALSE,54356538,54087240,1.9505
CC-MAIN-2024-18,2024,san,FALSE,98326,97918,0.0035
CC-MAIN-2024-18,2024,sun,TRUE,25297,25280,0.0009
CC-MAIN-2024-18,2024,tam,FALSE,1182549,1179012,0.0424
CC-MAIN-2024-18,2024,tgl,TRUE,246536,245803,0.0088
CC-MAIN-2024-18,2024,tha,TRUE,11551587,11498877,0.4145
CC-MAIN-2024-18,2024,vie,TRUE,27264946,27084080,0.9784
CC-MAIN-2024-18,2024,war,TRUE,61208,61019,0.0022
CC-MAIN-2024-18,2024,zho,FALSE,123282101,122895570,4.4238
