index,dataset,BLEU,SacreBLEU,chrF++,meteor,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,meteor_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,lr_sum_ind_seacrowd_t2t,1.8956061180481425,1.8956061180481432,29.799346109870882,20.01604056186335,15.03540139810231,5.13652539478456,11.415965540249182,11.474985829736802,1.8795063300095585,1.879506330009558,29.791392491093085,19.998539675044448,15.038008691109333,5.136323279922675,11.403603430811469,11.471877612816787,0
1,lr_sum_vie_seacrowd_t2t,2.3068046149120303,2.3068046149120303,19.00058476600573,16.731737190000707,22.56111066870343,9.642241282541455,14.836941546621663,14.949319045316626,0.20226734425387644,0.20226734425387619,13.455631714372052,4.840665316297408,4.955570573727399,0.7021479613888895,4.05501437588538,4.115923500053258,0
2,lr_sum_lao_seacrowd_t2t,0.09166569863836022,0.09166569863836017,3.806582726639565,4.494854847234577,4.95834837436672,1.9378920540924702,4.803738157632743,4.771703754029384,0.0732855956921853,0.07328559569218533,1.3655698011578414,4.233491180238631,2.891448276591885,0.8939545897523407,2.7928143254510482,2.7965905084921157,0
3,lr_sum_tha_seacrowd_t2t,0.24120092296248133,0.24120092296248133,16.3005027181438,3.372151828534822,5.639349433131029,1.8958020095976424,5.296449043488863,5.325244459293799,0.21079316561126682,0.21079316561126688,2.4695680851638824,2.8445719539118794,2.7795472655599562,0.7811961579692384,2.5610730852239834,2.5494833544434847,0
4,lr_sum_khm_seacrowd_t2t,0.020502597744911352,0.020502597744911342,0.7345640837631542,0.7219047759539835,0.6902563818196578,0.12688837684109028,0.6642050112625317,0.6821399690104701,0.021350187087665864,0.02135018708766588,0.6381717498811134,0.7649914074336089,0.6267059625816954,0.13894643516189206,0.6018811211285306,0.624978397056172,0
5,lr_sum_mya_seacrowd_t2t,0.033220163881899877,0.03322016388189992,0.6459165576897301,0.8165346988278495,0.7070829520536911,0.22596326292307475,0.6739457545855867,0.6764452210382801,0.031966773614088444,0.03196677361408849,0.5174812530372275,0.7897005326830451,0.6428943444063288,0.18713339030296652,0.6101222669746281,0.5996446607248289,0
6,xl_sum_mya_seacrowd_t2t,0.06264524176249057,0.06264524176249063,2.763950901863227,1.1373741172601965,1.7133050605505438,0.3080356690671515,1.6623301080305755,1.635330235425337,0.05406864526988814,0.05406864526988807,0.3336262518183561,0.649752512152987,0.7651783702171578,0.17397415491653387,0.7348459385374799,0.7349092108301981,0
7,xl_sum_ind_seacrowd_t2t,1.6356481443143784,1.6356481443143787,30.45593368360759,19.336473588490705,15.189971303514474,4.547343665668434,10.87864211443099,10.927206983940053,1.636929244938365,1.6369292449383654,30.457436417919446,19.337796961552954,15.193269722003185,4.5457742778644405,10.877971008119,10.922822782520377,0
8,xl_sum_tha_seacrowd_t2t,0.5470823891725154,0.5470823891725157,10.925312306214838,4.337158311062239,5.039934611513576,0.6440880996216706,4.854247300806377,4.89348343099067,0.09741702542783198,0.09741702542783201,0.5463635891621832,2.86568787020117,2.0227013405462313,0.2706817202636046,1.9202544228907774,1.9412717399339772,0
9,xl_sum_vie_seacrowd_t2t,1.9609871076423206,1.9609871076423202,18.8471983937151,15.822861868154664,23.64992169573003,9.317402744420482,14.934806494664493,15.029224123107564,0.2677093898301517,0.26770938983015174,14.137676341407394,5.979024001824771,5.501621453762125,0.6038587330747502,4.295371003828192,4.337981807674997,0
10,lio_and_central_flores_eng_ljl_seacrowd_t2t,0.0,0.0479792316956571,9.366243686653549,2.369537098254692,3.8805815195541284,0.18050714243054594,3.63396912132702,3.633258421560981,0.0,0.047076284302738455,10.021195059586073,2.512324925090151,3.375046586250538,0.14621110476143326,3.1688044199400065,3.1703840921673145,0
11,lio_and_central_flores_ljl_eng_seacrowd_t2t,0.7835228553037495,0.7835228553037498,14.336418934805858,7.141592121617387,9.616898203783359,1.5387099551969374,9.004883886418726,8.99881446157278,0.7844838137825095,0.7844838137825095,14.349854015027347,7.150901825492566,9.611795704267609,1.5488134917213605,9.006338073350104,8.985944046045265,0
12,flores200_eng_Latn_ace_Latn_seacrowd_t2t,4.02713977894857,4.027139778948571,28.871791663532107,16.641041867471984,15.353278889814787,3.349790358315955,14.236463753824658,14.224091345676115,4.094891095138132,4.094891095138132,29.26855199742116,16.823733737016113,15.02769665744535,3.3339667793059204,14.216947048549894,14.216168854491245,0
13,flores200_eng_Latn_ban_Latn_seacrowd_t2t,6.470817814363521,6.470817814363522,34.796567695009415,23.496693403168997,23.223098708758645,6.720019527916799,22.158638941180193,22.18422168607922,6.802395637879981,6.802395637879978,35.26483855380637,24.10675347907078,24.053160649813904,7.123601300329635,23.020713317587717,23.021343868460242,0
14,flores200_eng_Latn_bjn_Latn_seacrowd_t2t,6.522105535511298,6.522105535511299,34.723240811428454,23.679881621820133,23.207755306927382,6.765219027397709,22.576847931033235,22.517888623691228,6.618271591689682,6.618271591689681,34.874714591039066,23.868763148514883,23.618986471481687,6.884964715530336,22.94642385243725,22.943350053879758,0
15,flores200_eng_Latn_bug_Latn_seacrowd_t2t,3.153531858694947,3.153531858694947,26.114561024225587,13.944736626597889,12.601406169520708,2.7703561911401766,11.879514894727977,11.920598493286604,3.2426031360214713,3.2426031360214718,26.28625707463238,14.072849977997034,12.590693333571245,2.721493161973438,11.872781709355698,11.890142617919357,0
16,flores200_eng_Latn_ceb_Latn_seacrowd_t2t,18.064649217346272,18.064649217346272,46.94505522768215,44.40907860186867,50.28808269095024,22.054046591984946,44.602495596087735,44.60278097249321,17.965103388231505,17.965103388231505,46.9132506814303,44.29432980251968,50.215059620604976,21.922208041348487,44.55045743003978,44.52657904421069,0
17,flores200_eng_Latn_ilo_Latn_seacrowd_t2t,8.991431676697138,8.99143167669714,38.33174380553021,30.736806075088285,37.95755322636316,10.26013080236224,31.685195040188823,31.679295492630033,8.983121934492539,8.983121934492539,38.32826870403583,30.69728117613682,37.88144750347527,10.178735119425136,31.65007528623792,31.620924056067256,0
18,flores200_eng_Latn_ind_Latn_seacrowd_t2t,38.70776370022384,38.70776370022386,66.40967437579536,66.02116257326165,67.45040077841848,44.832503586835855,64.86478631322947,64.82240520958315,38.71829506428273,38.71829506428271,66.42905383911939,66.06600501395138,67.29348364345753,44.51635764526465,64.69547918702594,64.65416330036491,0
19,flores200_eng_Latn_jav_Latn_seacrowd_t2t,14.696251640393971,14.696251640393974,44.452185286454714,39.6952981316071,41.48391222180411,16.91787120344673,39.55577945802333,39.56132477307568,15.499519656268228,15.499519656268232,45.222314208645464,40.849784454842315,43.06287704445874,17.987256964738226,40.97676908481178,40.98785446251466,0
20,flores200_eng_Latn_kac_Latn_seacrowd_t2t,0.20462694994312752,0.2046269499431276,3.4208258871201602,1.7025834035690073,1.9809151176447972,0.387719067084619,1.8743051368497743,1.8605893418189912,0.3056777443469338,0.30567774434693373,12.585354937688912,3.0075171727980226,2.601634078200367,0.3906678302423373,2.453849815098555,2.4531662376318817,0
21,flores200_eng_Latn_khm_Khmr_seacrowd_t2t,1.2241042459940907,1.2241042459940905,20.96369936391026,2.738189483274326,8.5326147282669,4.375854848927969,8.51017532094607,8.536637385451614,1.000095717670767,1.0000957176707672,1.2357081977989075,2.382309818626643,4.902682706027854,1.205540769587993,4.889511040188204,4.859166990910237,0
22,flores200_eng_Latn_lao_Laoo_seacrowd_t2t,2.2991911050455154,2.2991911050455154,19.357625028938966,10.028227310992794,14.36525577067022,5.184981582451076,14.15984398909882,14.258550937811581,1.3647979485867756,1.3647979485867754,1.7923974555891373,8.068667633376558,7.49044133082164,1.408210830724161,7.38760894251316,7.4093133439822,0
23,flores200_eng_Latn_lus_Latn_seacrowd_t2t,5.500519825493275,5.500519825493274,32.42467222712273,22.679861525776104,30.819385961640595,7.959900825486307,25.12314130989487,25.101722110058144,5.519842910913708,5.519842910913709,32.566968498782956,22.742827715006644,30.85200737884032,7.935514023844949,25.15308139854213,25.148197794191805,0
24,flores200_eng_Latn_min_Latn_seacrowd_t2t,9.104652993377279,9.104652993377284,39.32499246419049,29.371877296580713,31.06984047945367,10.145259971440213,29.37847313006484,29.41816344372147,9.034094717357503,9.034094717357501,39.32720854046807,29.309298951896228,30.992922437338798,10.080727979235684,29.32186045810087,29.343827140382473,0
25,flores200_eng_Latn_mya_Mymr_seacrowd_t2t,0.8369514906296883,0.8369514906296881,24.088367547596572,3.2895813436914008,3.0890795053199147,0.6719367588932806,3.1151808549506765,3.1050918391071853,0.22267147811982085,0.22267147811982074,0.2565179404774172,1.049672064644299,0.6960499824919361,0.10231584459273245,0.6759665383157167,0.6888355249698694,0
