index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
65,flores200_min_Latn_eng_Latn_seacrowd_t2t,3.894497931753586,3.86333533138429,32.93317035954737,23.47805275689329,9.348030946175571,19.651956044967676,20.880409032958692,3.867131518086342,3.8485401143799303,32.90094719835858,23.448649878576248,9.270040232622426,19.631512102994453,20.809260358982844,0
66,flores200_mya_Mymr_eng_Latn_seacrowd_t2t,2.176842410888389,2.1839416566464176,27.79785795365522,18.844826531355093,5.295100383960147,14.490198255324561,15.124760902068019,2.1809771804067632,2.1673060412603595,27.942991973635205,18.702137848426986,5.241721142721107,14.33969897177482,15.005357115610666,0
67,flores200_pag_Latn_eng_Latn_seacrowd_t2t,3.2446864518657135,3.2332042808106016,31.276133501522747,20.82758557446648,7.311374408659432,16.549231855356613,17.797913264345993,3.2135126832316665,3.210539572640313,31.240239000685392,20.75999221166815,7.251960949254682,16.48418186796873,17.72590591355642,0
68,flores200_shn_Mymr_eng_Latn_seacrowd_t2t,0.974400068456169,0.9904141457978789,22.40217165501476,13.403623635729483,2.547918170692349,10.762519972019879,11.042749320876089,0.9663030101169059,0.9738069109617021,22.47374934322781,13.289244447449509,2.47462876580254,10.677753234644912,10.96660074032062,0
69,flores200_sun_Latn_eng_Latn_seacrowd_t2t,4.251295633128319,4.2176081154256195,34.648392189206476,24.929235253473994,10.348988897281586,21.058959211401014,22.320218040179583,4.230643771679115,4.1999872973398,34.61914068467296,24.90604159878908,10.309742995263656,21.029832235745236,22.313129612281777,0
70,flores200_tha_Thai_eng_Latn_seacrowd_t2t,7.461500180443953,7.540879922988058,42.84022416968894,34.25889121932183,16.574362819749673,29.696701708485072,30.770404059917094,7.557674954682474,7.501665196980302,42.80588624187977,33.984041701139105,16.398181315327644,29.39706963405888,30.50861963182977,0
71,flores200_vie_Latn_eng_Latn_seacrowd_t2t,7.949135903294843,7.892498020317964,43.09715480852104,33.198892901040914,18.145289437624907,29.821701608041064,30.6192965582863,7.895514112205696,7.850541942323954,43.07751270678119,33.69345234608143,18.337245005760284,30.21239390820837,31.05842073986036,0
72,flores200_war_Latn_eng_Latn_seacrowd_t2t,5.355096735238615,5.33269477796975,37.499030683506575,27.907597463288692,13.704908438650687,24.119984206003775,25.03344509121359,5.313965554495984,5.300043216003583,37.46021534421195,27.830442955248248,13.641182008435049,24.041037432447098,24.951927402122863,0
73,flores200_zsm_Latn_eng_Latn_seacrowd_t2t,7.455601449642792,7.42452502354222,43.589788560265134,37.003716654976884,21.57425116921275,33.781512641253094,34.57662468367467,7.444856359457798,7.421973358719099,43.55602724681003,36.93745996682785,21.45260952562444,33.63931115705158,34.523978735732086,0
74,ntrex_128_ind_eng-US_seacrowd_t2t,9.94289329196245,9.721253455208,46.67829457608096,39.29699508478264,22.57102473114772,35.87745374177346,36.68032095027878,10.010111105578181,9.789397762090697,46.71681687877758,39.310894145571055,22.544508919668385,35.8595320132725,36.64947955720398,0
75,ntrex_128_mya_eng-US_seacrowd_t2t,0.8408101832546848,0.8250573225915335,22.10714439509088,12.406214240782798,2.2206884584017033,9.439833695587232,9.741512520457885,0.8490446141009236,0.8281253052441356,22.190992864254884,12.35278000976604,2.2017470157186714,9.391068117491502,9.707907343218372,0
76,ntrex_128_fil_eng-US_seacrowd_t2t,10.268585530744668,10.168607762847135,47.31766540060633,40.24699968691792,23.845739142414253,36.34433215341697,36.96117506031454,10.26052521255947,10.163878172723276,47.30927137090839,40.20739028353517,23.76311523278249,36.3056733915411,36.96792544795784,0
77,ntrex_128_khm_eng-US_seacrowd_t2t,2.697606989154817,2.7159371642822094,28.14237008863855,19.38467068347948,6.705699619325872,16.290570495651064,16.721747409044408,2.729339742099445,2.7066274557210113,28.371596349747623,19.25450065676897,6.651077692744581,16.196247133342705,16.57682974390302,0
78,ntrex_128_lao_eng-US_seacrowd_t2t,1.1560777958957194,1.1376435377595588,22.092906498681973,12.940409575127834,2.9173053235108264,10.59342772812296,10.907378498186672,1.168930944363589,1.146006128756935,22.132482825734172,12.884632684464064,2.8865084461656054,10.552837101015594,10.87293559380796,0
79,ntrex_128_zlm_eng-US_seacrowd_t2t,7.597799106749305,7.447783205476362,42.6145534201167,36.84579873602494,20.40274103814112,33.70047497931331,34.40447342093225,7.621847892756098,7.472813776049218,42.63315847428743,36.85523590345306,20.34565195779006,33.652407500480194,34.294090073862,0
80,ntrex_128_tha_eng-US_seacrowd_t2t,6.6865756500370175,6.642039282805714,39.805418147499175,31.75789754450597,16.18542009151756,28.240813312438206,29.027207749274098,6.811920846022568,6.655372485315763,39.86515769288215,31.526639722449477,16.078232784824802,27.996019469270074,28.799154039230235,0
81,ntrex_128_vie_eng-US_seacrowd_t2t,6.730125788079413,6.596818284780669,39.49814280502044,31.19452117628424,16.065877390153442,27.9635852939785,28.487936474080932,6.738479904475911,6.611095324876074,39.524573780615846,31.42165013856802,16.161243019208758,28.16792514908011,28.72692677441676,0
82,ntrex_128_hmv_eng-US_seacrowd_t2t,0.7365976860462863,0.7128586047856711,20.34369090971546,11.918954270601837,2.0175087940986427,9.327941042360935,9.775981587186232,0.7425852554502114,0.718626794033828,20.351936256450827,11.91695728723575,2.0127309183073434,9.319848254496,9.777631497452447,0
83,nusax_mt_ace_eng_seacrowd_t2t,1.954341186592277,1.8625232759545256,27.68102887392224,18.750471093103346,4.212564957804245,13.983279035780535,15.020815633095067,1.9540446625593078,1.862273697225236,27.68010428257739,18.77446773557257,4.203631164507458,14.010477343647764,15.055822806066624,0
84,nusax_mt_jav_eng_seacrowd_t2t,4.0501620557851625,3.751444534448678,32.72297902696343,24.31876099231606,7.676141880708978,19.22704526553937,20.57476328212862,4.050808291663932,3.7521838326429164,32.7244975025743,24.298623053431882,7.687046837028378,19.30086689147213,20.61550148488656,0
85,nusax_mt_sun_eng_seacrowd_t2t,3.1653970417718647,2.8981823573455485,30.14406288139544,22.071811114657162,6.277090198724008,17.132348114085467,18.395436589378043,3.1769500119238487,2.9103577312904605,30.145405149418263,22.071859705529217,6.293196916344382,17.21266880621943,18.41010290737848,0
86,nusax_mt_min_eng_seacrowd_t2t,4.204848368755405,3.9081988882837586,32.79425174128939,24.14297860853303,8.063912401762586,19.199532693415826,20.469366487279068,4.202579247799413,3.9060043834324167,32.791572607906154,24.165869958310342,8.073327243659847,19.16869227561903,20.454297148460633,0
87,nusax_mt_bug_eng_seacrowd_t2t,0.6153306895460978,0.4573620701718095,21.520791721648912,13.18528331451516,1.4214242005275877,9.572705957697915,10.119312704881509,0.6151444584681534,0.45722323064790227,21.519756424100372,13.17851954208073,1.4246609908939554,9.543674474372487,10.09862752903031,0
88,nusax_mt_bbc_eng_seacrowd_t2t,0.6297398936736583,0.5682617367211725,22.163090717899895,13.893702695726176,1.7960126152513405,10.19784998778592,10.914335475325272,0.6292109538289824,0.567778641606021,22.15836637016765,13.887481374180034,1.8027117728502116,10.210544476889785,10.926230027661985,0
89,nusax_mt_ban_eng_seacrowd_t2t,2.2581436090961517,2.0812723706634233,28.756952810859982,19.731646833521882,4.9112822375068195,15.129361583355744,16.14203004438586,2.256283061615157,2.0794594278707073,28.752952789875046,19.70978580110835,4.890198699480728,15.169109857972785,16.10462030276965,0
