index,dataset,BLEU,SacreBLEU,chrF++,meteor,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,meteor_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
0,lr_sum_ind_seacrowd_t2t,3.3132355578944006,3.3153629027351483,33.64325038949711,29.135929031558533,19.465765597664387,8.678925449670412,15.587118687891003,15.600495358029631,3.3078580833932225,3.3140218177644747,33.6403657655013,29.12200018217568,19.460873495107485,8.674436114342255,15.567575774868278,15.58752920977824,0
1,lr_sum_vie_seacrowd_t2t,4.881708968754742,4.828820790297043,29.67710881389153,34.94831964451057,32.82133592488087,18.447465751981042,23.43664497360891,23.452413891147906,0.24386409643512927,0.25371162025270916,14.800151228821182,6.378509551568007,5.236165974624467,0.7628687156735531,4.218381288305216,4.2173515386827685,0
2,lr_sum_lao_seacrowd_t2t,4.881708968754742,4.828820790297043,29.67710881389153,34.94831964451057,32.83505955623497,18.45835014700368,23.44808767699298,23.446618692757582,0.24386409643512927,0.25371162025270916,14.800151228821182,6.378509551568007,5.242589200843709,0.7645834951119236,4.216284029136795,4.214839554994717,0
3,lr_sum_tha_seacrowd_t2t,2.8500144470518403,0.5196609724296783,28.499425723731083,3.403417282791025,6.339173172864738,2.340380474371932,6.128665419709652,6.140394384859841,0.21431799379057181,0.3269988374711574,1.7678974773720701,2.302575588990483,2.538294489727375,0.8217711680325854,2.4306490365582856,2.448395013003261,0
4,lr_sum_khm_seacrowd_t2t,1.6996103978102182,0.09309124960591349,8.88553931284154,2.3741337144070442,3.5514493630282624,1.290979241321754,3.4960973994688977,3.5417399640272476,0.054767871853249904,0.03864007834122315,0.7986759242332223,1.3910042894632038,1.2865081135660117,0.4015420464619956,1.2313495239629875,1.2493373438954813,0
5,lr_sum_mya_seacrowd_t2t,0.2920075487570667,0.1303410639580065,4.081086478028071,1.9320516237556076,3.2352288372454323,1.4042287236564228,3.1707676201041055,3.2266145648741764,0.09270876400821826,0.0887954017720687,0.6738955787595609,1.2324277417752783,1.1419383925348672,0.44014103880827565,1.1184154312285282,1.1167897516896823,0
6,xl_sum_mya_seacrowd_t2t,7.552920169624638,0.28390615933739644,24.607378921660697,4.231832873595274,6.041259087213604,1.5000474614917698,5.89537873823016,5.8491889331641715,0.05853957020573497,0.06249169934811867,0.3272127171903285,0.672205036883953,1.0173325683513579,0.23400302056972802,0.970826233553931,0.9667915104929762,0
7,xl_sum_ind_seacrowd_t2t,2.0353216911565357,2.026562471807479,33.23899599488812,24.822227546862916,18.832384672380297,5.784042845954803,13.116538371630448,13.116217986145093,2.0334960438476544,2.02523676117343,33.23612649214459,24.81617649686812,18.830047710882937,5.783842699474839,13.113243631381774,13.115571719741453,0
8,xl_sum_tha_seacrowd_t2t,5.0261052840456495,3.336579880000863,33.89821855262783,6.989538876029084,12.550766131026304,1.9441208731327362,12.111080462806312,12.172990493573865,0.031188114580476226,0.18332330101615432,0.45139196550607147,2.705206576577234,3.5786324703418595,0.33769802516084074,3.4289369722308285,3.4265092402472046,0
9,xl_sum_vie_seacrowd_t2t,2.743322953431015,2.6101216697445335,24.932200769095687,25.762220179800167,33.45695479057705,15.665772157839374,22.25279172731171,22.244623604320246,0.20607504910018248,0.19577280194130603,15.234614465830415,7.043672152524334,6.16518645354026,0.5863250311330916,4.519096535936376,4.520056948213872,0
10,lio_and_central_flores_eng_ljl_seacrowd_t2t,0.0,0.09945677552539041,10.691561284750453,4.137070792364263,6.255668548484958,0.5054179288262354,5.943646533989577,5.943608691607684,0.0,0.1016200537749562,10.686343958822658,4.157291209738611,6.04456950930293,0.4670810283627354,5.7050278638523455,5.7182431858444245,0
11,lio_and_central_flores_ljl_eng_seacrowd_t2t,1.4606189074254883,1.4863657870502918,15.20066708114226,9.50426630383898,14.77731165593269,3.113484366363534,14.076711401292757,14.08103272287442,1.456405545556132,1.4953504691437647,15.197333095234036,9.507799528090235,14.777383961460261,3.1108910785484842,14.055107326714761,14.044170201042789,0
12,flores200_eng_Latn_ace_Latn_seacrowd_t2t,6.451703619096995,6.627045039765114,34.260132754590344,23.536898439489484,22.52670261341229,6.06779506693005,21.629242936995624,21.622349439038306,6.419833254388019,6.638817469308194,34.30802746877022,23.46404834070728,22.315551579873084,5.985378503020976,21.543020850277454,21.546595410844578,0
13,flores200_eng_Latn_ban_Latn_seacrowd_t2t,11.150110513028908,11.2800014549324,40.768985788761825,32.9600231309387,33.43177848446872,12.731099910024692,32.49300031509167,32.48328042383744,11.312948379460579,11.459190912620654,40.92996902614596,33.313419863640455,33.61705274070233,12.930810946453974,32.70020436921584,32.73578284864247,0
14,flores200_eng_Latn_bjn_Latn_seacrowd_t2t,9.882272758308208,10.036233555463705,43.13578790478413,31.646797873077116,31.55999083247083,11.11766896705525,30.94422980547774,30.93378305869809,9.763517522237313,9.967947466042322,43.100115489248715,31.543695489884026,31.487128355139966,10.998642036353235,30.858461179046493,30.892818883530403,0
15,flores200_eng_Latn_bug_Latn_seacrowd_t2t,4.011448427910058,4.527223603384029,28.544978140112125,17.84208977452106,18.50197871683984,4.837833893447363,17.6046531908944,17.577485478859828,4.0562599432131305,4.589829439131456,28.57593995771811,17.946146833229687,18.238616738735473,4.768974231703246,17.346718747892094,17.348081701390118,0
