index,dataset,fold,wer,mer,cer
0,asr_ibsc_seacrowd_sptext,test,0.8406323823369072,0.7715786840130098,0.47306229019022755
1,fleurs_mya_seacrowd_sptext,test,3.065351553890236,0.9579817461684175,0.32815455477424665
2,fleurs_ceb_seacrowd_sptext,test,0.6104866144061529,0.5693103448275862,0.31965531904249733
3,fleurs_fil_seacrowd_sptext,test,0.31179503081514787,0.2895295684411331,0.20899164897741285
4,fleurs_ind_seacrowd_sptext,test,0.27735368956743,0.25324586579199126,0.18107460461153416
5,fleurs_jav_seacrowd_sptext,test,0.451406738450851,0.4115784139853053,0.21789871126782537
6,fleurs_khm_seacrowd_sptext,test,5.958383740624244,0.9895921237693389,0.4228447667027638
7,fleurs_lao_seacrowd_sptext,test,4.322663252240717,0.9581835383159887,0.4463733413149756
8,fleurs_zlm_seacrowd_sptext,test,0.2771499448732084,0.2519260883181961,0.1787681279079933
9,fleurs_tha_seacrowd_sptext,test,1.099096958174905,0.8462946020128088,0.24728265144007677
10,fleurs_vie_seacrowd_sptext,test,0.25409329626197097,0.2428313097390855,0.21645293006329389
11,indspeech_newstra_ethnicsr_nooverlap_sun_seacrowd_sptext,test,0.6991258741258741,0.5834549168368836,0.566919404661612
12,indspeech_newstra_ethnicsr_nooverlap_jav_seacrowd_sptext,test,0.7792486583184257,0.6545454545454545,0.635487696412689
13,indspeech_newstra_ethnicsr_nooverlap_ban_seacrowd_sptext,test,0.6767361111111111,0.570633874981701,0.5488227727755718
14,indspeech_newstra_ethnicsr_nooverlap_btk_seacrowd_sptext,test,0.7736749116607774,0.6539725209080047,0.6448502994011976
15,commonvoice_120_tha_seacrowd_sptext,test,1.6024202271498107,0.9426901049952275,0.5399104169059378
16,commonvoice_120_vie_seacrowd_sptext,test,0.45067497403946,0.3950842057350933,0.6223246210404392
17,commonvoice_120_ind_seacrowd_sptext,test,0.41310870066928224,0.35060915892976063,0.4400976081729059
18,commonvoice_120_cnh_seacrowd_sptext,test,1.0014334348683032,0.9964343020146194,1.3894516534114691
