index,dataset,fold,wer,mer,cer
0,fleurs_ind_seacrowd_sptext,test,0.3100583744948361,0.2928950159066808,3.2419191650247616
1,fleurs_jav_seacrowd_sptext,test,0.8170892671066342,0.7471257066632789,4.148365421620328
2,fleurs_fil_seacrowd_sptext,test,0.3055544788557696,0.29017890009570785,2.9491502802740457
3,fleurs_mya_seacrowd_sptext,test,1.9405995150980824,1.0,2.432916528293169
4,commonvoice_120_tha_seacrowd_sptext,test,1.123580313683072,0.9875222816399287,14.166006045038054
5,fleurs_tha_seacrowd_sptext,test,0.9762357414448669,0.9137010676156584,3.675837226495525
6,commonvoice_120_vie_seacrowd_sptext,test,0.44610591900311525,0.38786565547128926,6.912877071058065
7,fleurs_ceb_seacrowd_sptext,test,0.5839372873835231,0.5443640124095139,3.650479001475775
8,indspeech_newstra_ethnicsr_nooverlap_jav_seacrowd_sptext,test,0.7534883720930232,0.6474023977866584,4.764215831603914
9,indspeech_newstra_ethnicsr_nooverlap_sun_seacrowd_sptext,test,0.7445804195804195,0.643450672306995,4.335523729289525
10,fleurs_zlm_seacrowd_sptext,test,0.3131201764057332,0.2961418143899896,2.9174348463802464
11,commonvoice_120_ind_seacrowd_sptext,test,0.421878606046619,0.3591214490589761,5.300835218622387
12,commonvoice_120_cnh_seacrowd_sptext,test,1.0376276652929584,0.9688807093859796,6.57831728756802
13,fleurs_khm_seacrowd_sptext,test,1.0147592547786113,0.9995233555767398,0.9771552332972362
14,fleurs_vie_seacrowd_sptext,test,0.24625424776027185,0.2366936381857323,3.5248604835409756
15,indspeech_newstra_ethnicsr_nooverlap_btk_seacrowd_sptext,test,0.826148409893993,0.7259742276044092,5.903473053892216
16,fleurs_lao_seacrowd_sptext,test,1.8164746052069995,0.9874709976798144,4.209637832984137
17,indspeech_newstra_ethnicsr_nooverlap_ban_seacrowd_sptext,test,0.7394097222222222,0.6363364709397878,4.53293999217046
18,asr_ibsc_seacrowd_sptext,test,0.8850626930765038,0.8567282321899736,4.6757180156657965
