index,dataset,BLEU,SacreBLEU,meteor,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,CIDEr,prompt_id
0,xm3600_fil_seacrowd_imtext,0.11537713258175644,0.11209813434939123,1.5755641783474057,1.5975065210374906,0.18216553742423885,1.518925886160027,1.5165143196161064,0.020102812669450524,0
1,xm3600_id_seacrowd_imtext,0.03375429277103463,0.0332132743596771,0.8402839543576293,1.078215852156149,0.1081938463455535,1.0424541436952008,1.052286568465874,0.015274682935866646,0
2,xm3600_th_seacrowd_imtext,0.11237542561884964,0.05852577546179725,0.4552207202714141,0.44766841415182657,0.19432547916654208,0.4495201750566595,0.45471131254154057,0.007171573999809241,0
3,xm3600_vi_seacrowd_imtext,0.0,0.00876364463896395,0.7827545783969254,1.781136097920836,0.017577543870289748,1.757334063670388,1.75914940288749,0.004513784016196951,0
